temperatura,humidade,data,rega_necessaria_min
25.3,32.0,2025-05-14 02:08:00.300003,6
20.1,74.0,2025-05-14 02:09:00.000061,0
43.8,48.7,2025-05-14 02:15:00.500069,48
26.8,92.9,2025-05-14 02:16:00.700085,0
5.4,86.7,2025-05-14 02:18:00.100007,0
8.0,53.1,2025-05-14 02:33:00.180006,0
10.9,63.7,2025-05-14 02:37:00.900086,0
27.9,43.8,2025-05-14 02:48:00.200028,3
43.2,68.7,2025-05-14 02:56:00.000047,42
36.1,23.4,2025-05-14 02:57:00.800030,18
44.2,24.9,2025-05-14 02:58:00.200067,51
11.1,21.4,2025-05-14 03:03:00.700026,1
22.0,89.0,2025-05-14 03:06:00.800001,0
12.6,43.3,2025-05-14 03:30:00.200053,0
42.3,65.0,2025-05-14 03:40:00.900056,42
37.6,29.0,2025-05-14 03:51:00.800069,18
35.8,30.3,2025-05-14 04:03:00.000086,18
49.4,59.8,2025-05-14 04:11:00.100080,48
34.8,20.5,2025-05-14 04:22:00.000024,8
12.5,22.4,2025-05-14 04:38:00.900057,1
19.5,35.3,2025-05-14 04:50:00.300087,3
36.6,19.7,2025-05-14 04:52:00.200021,20
37.6,14.1,2025-05-14 04:57:00.900089,20
10.1,80.5,2025-05-14 05:00:00.300096,0
37.1,52.4,2025-05-14 05:01:00.900037,15
2.5,64.3,2025-05-14 05:06:00.510000,0
20.3,38.2,2025-05-14 05:07:00.500060,3
32.0,48.9,2025-05-14 05:20:00.800045,5
4.6,91.5,2025-05-14 05:25:00.430009,0
38.9,15.0,2025-05-14 05:28:00.100074,20
26.3,17.4,2025-05-14 05:40:00.900003,8
41.9,64.6,2025-05-14 05:55:00.300010,42
8.6,11.8,2025-05-14 06:03:00.980003,3
1.6,55.2,2025-05-14 06:05:00.270003,0
36.7,20.8,2025-05-14 06:07:00.000034,18
11.1,39.1,2025-05-14 06:25:00.200016,1
10.9,44.8,2025-05-14 06:33:00.700020,0
28.0,71.0,2025-05-14 07:02:00.600071,0
48.2,92.8,2025-05-14 07:04:00.400007,40
28.5,75.3,2025-05-14 07:23:00.500018,0
47.5,17.4,2025-05-14 07:31:00.200068,53
0.3,12.7,2025-05-14 07:37:00.630007,3
28.2,77.9,2025-05-14 07:41:00.400074,0
18.4,58.5,2025-05-14 07:55:00.800079,0
25.8,18.4,2025-05-14 08:01:00.300024,8
16.1,11.7,2025-05-14 08:34:00.300055,5
5.5,82.3,2025-05-14 08:37:00.080009,0
41.5,81.4,2025-05-14 08:44:00.000041,40
36.3,80.6,2025-05-14 09:32:00.300064,7
33.5,69.6,2025-05-14 09:38:00.600070,0
33.4,55.7,2025-05-14 09:40:00.200001,5
18.2,75.0,2025-05-14 09:49:00.300065,0
14.9,58.3,2025-05-14 09:56:00.700093,0
21.7,34.6,2025-05-14 09:59:00.900081,3
48.7,33.0,2025-05-14 10:29:00.800043,51
15.5,24.4,2025-05-14 10:35:00.200087,3
41.1,62.2,2025-05-14 10:48:00.600002,42
30.7,83.0,2025-05-14 11:07:00.400080,0
17.1,27.2,2025-05-14 11:08:00.600036,3
9.9,75.2,2025-05-14 11:10:00.500000,0
30.7,28.4,2025-05-14 11:14:00.600037,8
7.3,20.7,2025-05-14 11:19:00.050001,1
31.4,10.0,2025-05-14 11:22:00.900015,10
0.9,44.7,2025-05-14 11:24:00.100002,0
34.6,71.9,2025-05-14 11:27:00.300060,0
21.5,71.5,2025-05-14 11:28:00.400023,0
26.1,96.9,2025-05-14 11:38:00.600098,0
8.1,63.5,2025-05-14 11:45:00.200004,0
24.6,27.3,2025-05-14 11:52:00.000013,3
37.5,34.5,2025-05-14 11:57:00.900039,18
19.1,43.4,2025-05-14 12:07:00.600015,0
12.2,48.3,2025-05-14 12:08:00.600028,0
23.7,76.2,2025-05-14 12:18:00.400069,0
38.3,24.1,2025-05-14 12:23:00.400065,18
29.6,89.8,2025-05-14 12:29:00.300003,0
5.4,52.1,2025-05-14 12:55:00.600004,0
37.5,64.4,2025-05-14 13:07:00.400026,9
5.0,45.3,2025-05-14 13:25:00.650005,0
25.4,98.6,2025-05-14 13:29:00.100009,0
8.9,97.4,2025-05-14 13:32:00.670004,0
18.8,27.8,2025-05-14 13:34:00.500064,3
20.7,64.6,2025-05-14 13:50:00.900029,0
10.7,35.9,2025-05-14 14:36:00.500014,1
42.7,98.9,2025-05-14 14:39:00.000067,40
15.9,23.2,2025-05-14 14:55:00.200045,3
39.7,63.4,2025-05-14 14:57:00.300088,9
5.0,94.3,2025-05-14 15:51:00.640009,0
3.9,65.7,2025-05-14 15:52:00.300007,0
21.2,59.5,2025-05-14 16:17:00.900024,0
10.7,71.2,2025-05-14 16:23:00.300051,0
48.0,50.8,2025-05-14 16:25:00.700098,48
26.1,31.3,2025-05-14 16:47:00.000065,6
44.6,96.4,2025-05-14 16:55:00.400059,40
39.3,58.3,2025-05-14 17:10:00.300046,15
47.8,23.7,2025-05-14 17:25:00.300024,51
23.9,57.8,2025-05-14 17:47:00.900032,0
24.6,81.4,2025-05-14 17:53:00.600066,0
33.5,21.3,2025-05-14 17:57:00.500098,8
17.3,40.2,2025-05-14 18:03:00.000032,0
28.3,35.9,2025-05-14 18:11:00.000067,6
5.9,68.2,2025-05-14 18:14:00.180006,0
42.6,92.9,2025-05-14 18:20:00.100091,40
48.6,79.5,2025-05-14 18:22:00.200012,42
7.0,85.9,2025-05-14 18:34:00.590009,0
20.0,75.0,2025-05-14 18:54:00.400027,0
26.6,83.7,2025-05-14 19:29:00.300050,0
21.3,15.5,2025-05-14 19:31:00.100007,5
27.8,25.2,2025-05-14 19:34:00.200039,6
48.3,56.9,2025-05-14 19:45:00.200015,48
27.7,90.7,2025-05-14 19:58:00.100076,0
31.2,36.9,2025-05-14 20:08:00.500064,8
14.8,54.6,2025-05-14 20:10:00.300029,0
43.3,80.7,2025-05-14 20:33:00.500060,40
48.1,16.4,2025-05-14 20:36:00.800080,53
13.4,17.1,2025-05-14 20:40:00.600025,3
37.6,22.5,2025-05-14 20:44:00.400049,18
5.0,60.0,2025-05-14 20:48:00.600006,0
20.6,73.6,2025-05-14 20:49:00.400046,0
24.4,47.9,2025-05-14 20:51:00.500036,0
21.3,87.6,2025-05-14 20:58:00.600043,0
19.8,39.7,2025-05-14 21:07:00.100078,3
16.9,27.5,2025-05-14 21:24:00.300094,3
43.0,23.1,2025-05-14 21:32:00.100044,51
45.4,35.2,2025-05-14 21:37:00.800075,51
45.0,80.4,2025-05-14 21:42:00.900061,40
29.1,69.6,2025-05-14 21:48:00.100097,0
16.3,61.1,2025-05-14 21:54:00.900068,0
14.6,45.8,2025-05-14 21:58:00.800036,0
38.2,31.7,2025-05-14 22:09:00.000083,18
41.9,43.5,2025-05-14 22:10:00.600068,48
26.6,93.8,2025-05-14 22:17:00.000084,0
34.1,67.5,2025-05-14 22:34:00.400056,0
35.6,91.7,2025-05-14 22:42:00.400075,7
12.4,64.6,2025-05-14 22:56:00.200052,0
20.0,11.1,2025-05-14 23:03:00.800086,5
6.3,38.9,2025-05-14 23:06:00.070001,1
28.2,88.5,2025-05-14 23:15:00.200022,0
39.6,59.2,2025-05-14 23:20:00.200075,15
3.7,35.4,2025-05-14 23:35:00.790004,1
18.3,65.3,2025-05-14 23:39:00.700075,0
3.2,57.2,2025-05-14 23:42:00.240005,0
45.1,72.8,2025-05-14 23:47:00.300040,42
39.9,70.7,2025-05-14 23:54:00.500072,9
10.3,19.8,2025-05-15 00:05:00.900023,3
41.5,71.9,2025-05-15 00:06:00.400070,42
28.8,26.8,2025-05-15 00:14:00.400053,6
30.2,12.8,2025-05-15 00:46:00.700070,10
5.9,37.8,2025-05-15 00:47:00.960004,1
22.2,20.7,2025-05-15 00:50:00.900068,3
6.0,74.6,2025-05-15 01:20:00.000006,0
28.5,57.5,2025-05-15 01:30:00.100087,3
22.6,96.9,2025-05-15 01:42:00.000003,0
2.5,26.1,2025-05-15 01:51:00.740002,1
32.4,22.1,2025-05-15 01:55:00.600044,8
29.5,60.5,2025-05-15 01:56:00.900006,0
48.6,88.6,2025-05-15 02:02:00.100024,40
47.3,20.1,2025-05-15 02:16:00.000014,51
43.4,21.5,2025-05-15 02:21:00.900059,51
31.6,74.1,2025-05-15 02:23:00.900093,0
8.0,66.3,2025-05-15 02:25:00.520004,0
2.6,36.1,2025-05-15 02:26:00.620009,1
46.1,25.3,2025-05-15 02:27:00.200039,51
3.3,49.5,2025-05-15 02:32:00.770004,0
42.5,16.8,2025-05-15 02:37:00.300059,53
17.8,90.1,2025-05-15 02:39:00.500017,0
5.9,37.6,2025-05-15 02:43:00.950001,1
38.9,58.3,2025-05-15 02:47:00.300019,15
41.6,19.9,2025-05-15 02:57:00.200030,53
46.0,93.2,2025-05-15 02:58:00.900045,40
7.8,13.0,2025-05-15 03:01:00.020009,3
49.5,52.9,2025-05-15 03:03:00.500033,48
28.6,64.8,2025-05-15 03:08:00.900020,0
39.5,82.3,2025-05-15 03:10:00.100055,7
9.7,31.1,2025-05-15 03:11:00.620009,1
43.8,82.9,2025-05-15 03:20:00.800051,40
30.9,98.5,2025-05-15 03:35:00.900034,0
36.8,29.2,2025-05-15 03:45:00.900062,18
42.3,46.9,2025-05-15 03:51:00.900000,48
1.8,38.6,2025-05-15 04:05:00.700004,1
38.2,95.5,2025-05-15 04:06:00.300098,7
13.8,31.9,2025-05-15 04:07:00.300045,1
28.2,82.2,2025-05-15 04:08:00.100094,0
37.3,59.8,2025-05-15 04:12:00.100067,15
31.6,31.5,2025-05-15 04:23:00.300076,8
21.6,32.7,2025-05-15 04:26:00.400088,3
44.2,20.0,2025-05-15 04:29:00.700050,51
34.0,33.2,2025-05-15 04:34:00.300061,8
23.8,36.6,2025-05-15 04:52:00.400081,3
16.2,33.2,2025-05-15 05:01:00.200043,3
37.6,42.5,2025-05-15 05:04:00.500080,15
36.3,50.6,2025-05-15 05:07:00.600006,15
27.4,58.4,2025-05-15 05:14:00.500088,3
48.8,42.7,2025-05-15 05:24:00.100070,48
10.4,91.1,2025-05-15 05:28:00.500012,0
8.7,84.3,2025-05-15 05:29:00.400005,0
7.5,68.6,2025-05-15 05:30:00.570003,0
7.5,92.2,2025-05-15 06:11:00.200006,0
28.3,39.3,2025-05-15 06:17:00.100053,6
7.0,43.0,2025-05-15 06:32:00.780005,0
35.3,44.3,2025-05-15 06:34:00.000047,15
12.3,61.4,2025-05-15 06:42:00.600048,0
20.9,24.8,2025-05-15 06:48:00.000000,3
7.7,73.0,2025-05-15 06:50:00.740006,0
48.7,30.7,2025-05-15 06:55:00.900004,51
38.7,17.8,2025-05-15 07:07:00.700067,20
19.1,55.1,2025-05-15 07:19:00.400006,0
13.4,57.1,2025-05-15 07:29:00.100006,0
44.1,94.1,2025-05-15 07:37:00.100072,40
5.0,34.2,2025-05-15 07:50:00.500005,1
49.0,34.1,2025-05-15 07:52:00.100029,51
34.6,32.6,2025-05-15 07:53:00.300097,8
17.8,27.0,2025-05-15 08:22:00.200093,3
42.8,88.6,2025-05-15 08:32:00.500051,40
14.8,83.3,2025-05-15 08:33:00.400046,0
17.9,18.8,2025-05-15 08:36:00.800049,5
37.9,63.1,2025-05-15 08:50:00.000015,9
13.7,32.5,2025-05-15 09:09:00.600038,1
48.8,86.8,2025-05-15 09:21:00.800084,40
40.5,21.4,2025-05-15 09:28:00.300048,51
37.8,29.1,2025-05-15 09:37:00.200002,18
48.9,14.6,2025-05-15 09:39:00.100033,53
17.6,48.1,2025-05-15 09:45:00.700070,0
41.2,78.2,2025-05-15 09:47:00.500025,42
18.7,60.3,2025-05-15 09:50:00.500007,0
41.8,11.6,2025-05-15 10:07:00.000065,53
40.1,94.3,2025-05-15 10:28:00.400079,40
1.6,14.1,2025-05-15 10:44:00.860002,3
17.2,17.8,2025-05-15 10:46:00.400058,5
24.0,74.9,2025-05-15 10:48:00.300041,0
28.3,27.5,2025-05-15 11:01:00.700006,6
32.7,71.0,2025-05-15 11:26:00.600025,0
46.6,23.1,2025-05-15 11:30:00.100058,51
34.6,91.1,2025-05-15 11:55:00.100060,0
25.1,42.2,2025-05-15 12:05:00.200053,3
8.5,87.1,2025-05-15 12:25:00.980003,0
19.7,92.3,2025-05-15 12:49:00.800096,0
42.4,43.5,2025-05-15 13:01:00.900039,48
28.7,12.4,2025-05-15 13:06:00.500026,8
13.2,73.2,2025-05-15 13:08:00.500048,0
33.9,41.4,2025-05-15 13:20:00.100054,5
40.4,31.0,2025-05-15 13:25:00.400085,51
23.1,52.1,2025-05-15 13:33:00.400031,0
17.0,95.0,2025-05-15 13:38:00.000026,0
34.8,58.0,2025-05-15 14:00:00.000011,5
25.5,24.2,2025-05-15 14:25:00.000066,6
18.6,69.9,2025-05-15 14:47:00.500041,0
46.2,82.7,2025-05-15 14:51:00.000095,40
15.0,48.6,2025-05-15 14:52:00.200014,0
4.1,19.1,2025-05-15 14:53:00.190003,3
23.5,57.2,2025-05-15 15:00:00.600046,0
13.2,67.2,2025-05-15 15:14:00.200089,0
35.2,36.6,2025-05-15 15:15:00.500043,18
37.9,28.3,2025-05-15 15:18:00.800084,18
27.2,81.6,2025-05-15 15:53:00.000038,0
26.9,90.8,2025-05-15 15:57:00.800063,0
2.9,62.4,2025-05-15 16:13:00.930008,0
28.1,68.8,2025-05-15 16:15:00.900038,0
41.7,74.6,2025-05-15 16:17:00.200005,42
39.5,35.7,2025-05-15 16:20:00.800098,18
19.4,65.8,2025-05-15 16:43:00.900041,0
27.7,95.5,2025-05-15 16:49:00.900027,0
9.3,41.3,2025-05-15 17:14:00.550004,0
28.6,87.2,2025-05-15 17:34:00.400083,0
46.5,39.9,2025-05-15 17:52:00.300036,51
3.4,47.5,2025-05-15 18:13:00.490005,0
19.7,97.8,2025-05-15 18:32:00.700070,0
21.6,37.2,2025-05-15 18:35:00.200048,3
18.3,45.3,2025-05-15 19:10:00.000073,0
41.1,17.2,2025-05-15 19:12:00.300072,53
15.8,96.0,2025-05-15 19:28:00.800030,0
7.7,76.1,2025-05-15 19:32:00.870008,0
17.8,61.8,2025-05-15 19:40:00.800007,0
5.0,37.3,2025-05-15 20:19:00.780005,1
25.0,30.6,2025-05-15 20:24:00.800034,6
27.1,29.6,2025-05-15 20:30:00.800070,6
32.5,90.5,2025-05-15 20:31:00.700001,0
4.3,29.3,2025-05-15 20:47:00.130007,1
42.2,66.2,2025-05-15 20:52:00.900047,42
3.9,53.3,2025-05-15 21:16:00.450006,0
10.5,27.7,2025-05-15 21:17:00.800013,1
47.0,77.8,2025-05-15 21:25:00.800022,42
34.8,31.3,2025-05-15 21:29:00.900041,8
5.9,87.5,2025-05-15 21:30:00.840002,0
0.3,44.5,2025-05-15 21:41:00.440003,0
13.9,60.8,2025-05-15 21:56:00.300052,0
12.5,37.7,2025-05-15 22:01:00.900095,1
42.5,63.7,2025-05-15 22:16:00.700093,42
7.3,74.7,2025-05-15 22:17:00.410000,0
10.4,48.5,2025-05-15 22:22:00.600077,0
32.3,34.2,2025-05-15 22:33:00.700089,8
19.2,75.3,2025-05-15 22:52:00.500037,0
46.9,57.1,2025-05-15 22:54:00.900081,48
0.5,40.1,2025-05-15 23:21:00.450002,0
19.9,40.2,2025-05-15 23:32:00.400018,0
21.8,66.3,2025-05-15 23:35:00.400049,0
6.1,34.3,2025-05-15 23:42:00.990004,1
25.4,38.1,2025-05-16 00:01:00.500084,6
49.6,48.4,2025-05-16 00:06:00.100014,48
43.5,89.8,2025-05-16 00:08:00.000050,40
41.8,14.2,2025-05-16 00:09:00.300068,53
47.4,21.5,2025-05-16 00:23:00.900013,51
1.7,46.9,2025-05-16 00:33:00.680002,0
9.7,26.4,2025-05-16 00:34:00.770009,1
14.4,32.1,2025-05-16 00:52:00.500014,1
34.2,26.6,2025-05-16 01:07:00.200009,8
27.2,97.8,2025-05-16 01:12:00.800087,0
21.6,67.1,2025-05-16 01:13:00.900097,0
48.5,22.2,2025-05-16 01:14:00.900002,51
20.9,85.7,2025-05-16 01:21:00.900092,0
46.6,63.5,2025-05-16 01:34:00.900001,42
7.2,90.2,2025-05-16 01:56:00.840009,0
8.7,41.4,2025-05-16 02:07:00.810002,0
18.8,49.8,2025-05-16 02:13:00.800094,0
39.5,81.4,2025-05-16 02:36:00.800053,7
36.0,12.0,2025-05-16 02:46:00.600026,20
28.2,76.5,2025-05-16 03:02:00.600078,0
22.2,94.1,2025-05-16 03:03:00.400034,0
41.2,66.8,2025-05-16 03:18:00.700076,42
3.1,68.1,2025-05-16 03:19:00.220006,0
45.6,43.8,2025-05-16 03:21:00.600062,48
41.9,37.9,2025-05-16 03:32:00.200067,51
28.5,67.7,2025-05-16 03:40:00.100015,0
33.9,88.5,2025-05-16 04:00:00.500099,0
11.7,33.4,2025-05-16 04:02:00.800029,1
35.2,25.8,2025-05-16 04:04:00.700053,18
23.2,11.8,2025-05-16 04:28:00.300059,5
7.0,70.4,2025-05-16 04:37:00.320008,0
37.4,20.3,2025-05-16 04:44:00.800044,18
11.4,18.8,2025-05-16 04:47:00.000039,3
21.7,21.2,2025-05-16 04:49:00.100081,3
21.9,75.2,2025-05-16 05:05:00.400089,0
34.2,35.0,2025-05-16 05:09:00.200008,8
33.7,92.6,2025-05-16 05:10:00.900002,0
17.4,39.3,2025-05-16 05:11:00.200072,3
28.6,31.8,2025-05-16 05:18:00.100018,6
32.6,84.1,2025-05-16 05:29:00.300081,0
23.0,70.5,2025-05-16 05:45:00.900045,0
32.6,13.4,2025-05-16 05:47:00.500035,10
9.2,89.5,2025-05-16 06:02:00.250007,0
46.9,79.5,2025-05-16 06:05:00.400082,42
46.1,37.2,2025-05-16 06:06:00.500008,51
12.4,44.2,2025-05-16 06:18:00.000091,0
2.8,82.1,2025-05-16 06:27:00.970008,0
49.2,83.3,2025-05-16 06:38:00.100060,40
27.7,36.3,2025-05-16 06:42:00.100048,6
9.9,42.4,2025-05-16 07:19:00.110006,0
33.3,49.8,2025-05-16 07:42:00.400057,5
46.7,86.0,2025-05-16 07:46:00.500064,40
5.1,21.7,2025-05-16 07:47:00.810003,1
33.8,30.5,2025-05-16 07:54:00.000044,8
39.6,62.6,2025-05-16 07:57:00.700076,9
11.5,52.6,2025-05-16 08:00:00.900097,0
20.3,87.7,2025-05-16 08:13:00.700073,0
1.6,89.7,2025-05-16 08:17:00.810008,0
32.6,75.6,2025-05-16 08:26:00.200033,0
0.1,65.9,2025-05-16 08:28:00.370004,0
29.4,57.8,2025-05-16 08:44:00.500046,3
39.3,59.5,2025-05-16 08:45:00.800049,15
42.9,30.7,2025-05-16 08:50:00.900048,51
40.3,26.0,2025-05-16 09:07:00.900014,51
40.7,93.7,2025-05-16 09:19:00.100096,40
16.8,57.2,2025-05-16 09:29:00.000024,0
32.9,17.1,2025-05-16 09:40:00.300094,10
24.7,42.1,2025-05-16 09:42:00.700013,0
43.6,88.0,2025-05-16 09:59:00.700084,40
35.0,68.4,2025-05-16 10:01:00.000035,9
36.7,42.6,2025-05-16 10:02:00.400073,15
20.2,59.3,2025-05-16 10:27:00.200022,0
46.9,74.4,2025-05-16 10:43:00.800063,42
27.5,78.6,2025-05-16 10:55:00.700088,0
18.5,75.0,2025-05-16 11:26:00.500029,0
20.5,34.9,2025-05-16 11:27:00.100087,3
30.5,71.1,2025-05-16 11:31:00.400001,0
23.0,60.3,2025-05-16 11:53:00.200056,0
34.7,78.3,2025-05-16 12:06:00.600053,0
44.8,41.6,2025-05-16 12:24:00.100035,48
47.6,66.7,2025-05-16 12:39:00.900061,42
