temperatura,humidade,data,rega_necessaria_min
23.2,74.6,2025-05-16 03:08:11.383694,0
20.6,69.1,2025-05-16 03:13:11.383694,0
22.6,65.6,2025-05-16 03:13:13.383694,0
23.0,67.3,2025-05-16 03:13:15.383694,0
23.8,74.2,2025-05-16 03:13:17.383694,0
18.5,68.5,2025-05-16 03:18:17.383694,0
19.4,64.4,2025-05-16 03:18:19.383694,0
23.7,72.0,2025-05-16 03:23:19.383694,0
18.2,64.0,2025-05-16 03:28:19.383694,0
19.9,63.8,2025-05-16 03:28:21.383694,0
24.3,61.4,2025-05-16 03:33:21.383694,0
21.9,70.5,2025-05-16 03:38:21.383694,0
20.1,69.5,2025-05-16 03:38:23.383694,0
22.8,69.7,2025-05-17 02:28:05.383694,0
25.0,60.1,2025-05-17 02:33:05.383694,0
20.3,66.8,2025-05-17 02:38:05.383694,0
18.9,63.9,2025-05-17 02:38:07.383694,0
23.9,74.7,2025-05-17 02:43:07.383694,0
22.6,65.1,2025-05-17 02:43:09.383694,0
23.2,62.4,2025-05-17 02:43:11.383694,0
19.1,64.3,2025-05-17 02:48:11.383694,0
21.9,67.9,2025-05-17 02:53:11.383694,0
20.0,63.7,2025-05-17 02:53:13.383694,0
19.3,72.1,2025-05-17 02:53:15.383694,0
18.1,74.7,2025-05-17 02:53:17.383694,0
23.5,67.7,2025-05-17 02:58:17.383694,0
19.2,65.7,2025-05-17 03:03:17.383694,0
24.3,63.1,2025-05-17 03:08:17.383694,0
24.1,67.1,2025-05-17 03:08:19.383694,0
21.2,62.2,2025-05-17 03:13:19.383694,0
21.0,71.3,2025-05-17 03:13:21.383694,0
21.1,74.4,2025-05-17 03:13:23.383694,0
20.7,72.9,2025-05-17 03:13:25.383694,0
21.3,62.1,2025-05-17 03:18:25.383694,0
24.9,64.4,2025-05-17 03:23:25.383694,0
24.3,60.8,2025-05-17 03:23:27.383694,0
18.3,65.0,2025-05-17 03:28:27.383694,0
23.1,62.9,2025-05-18 02:02:57.383694,0
18.3,73.9,2025-05-18 02:07:57.383694,0
19.8,72.9,2025-05-18 02:07:59.383694,0
22.7,66.9,2025-05-18 02:12:59.383694,0
18.8,72.8,2025-05-18 02:17:59.383694,0
22.0,73.7,2025-05-18 02:22:59.383694,0
22.4,68.9,2025-05-18 02:23:01.383694,0
19.0,68.5,2025-05-18 02:28:01.383694,0
22.7,70.7,2025-05-18 02:33:01.383694,0
22.2,74.5,2025-05-18 02:33:03.383694,0
24.7,66.6,2025-05-18 02:38:03.383694,0
19.6,74.9,2025-05-18 02:43:03.383694,0
21.2,65.3,2025-05-18 02:43:05.383694,0
18.3,61.5,2025-05-18 02:48:05.383694,0
18.8,72.6,2025-05-18 02:53:05.383694,0
25.7,55.4,2025-05-20 11:14:44.201259,0
25.7,55.2,2025-05-20 11:14:46.304214,0
25.6,55.1,2025-05-20 11:14:48.413033,0
25.7,54.8,2025-05-20 11:14:50.517171,0
25.7,54.7,2025-05-20 11:14:52.615818,0
25.7,54.9,2025-05-20 11:14:54.724493,0
25.7,54.7,2025-05-20 11:14:56.829749,0
25.7,54.6,2025-05-20 11:14:58.934985,0
25.7,54.7,2025-05-20 11:15:01.035978,0
25.7,54.8,2025-05-20 11:15:03.136812,0
25.7,54.8,2025-05-20 11:15:05.246487,0
25.7,54.6,2025-05-20 11:15:07.345750,0
25.7,54.5,2025-05-20 11:15:09.449894,0
25.7,54.7,2025-05-20 11:15:11.558995,0
25.7,54.5,2025-05-20 11:15:13.663412,0
25.7,54.6,2025-05-20 11:15:15.764681,0
25.7,55.4,2025-05-20 11:15:17.866396,0
25.7,54.8,2025-05-20 11:15:19.975768,0
25.7,54.6,2025-05-20 11:15:22.080981,0
25.7,56.9,2025-05-20 11:15:24.181896,0
25.7,56.2,2025-05-20 11:15:26.283346,0
25.7,58.5,2025-05-20 11:15:28.392461,0
25.7,56.1,2025-05-20 11:15:30.492957,0
25.7,55.4,2025-05-20 11:15:32.598670,0
25.8,55.7,2025-05-20 11:15:34.704862,0
25.8,55.9,2025-05-20 11:15:36.809158,0
25.9,56.8,2025-05-20 11:15:38.909789,0
25.9,56.2,2025-05-20 11:15:41.015863,0
25.9,56.5,2025-05-20 11:15:43.121583,0
25.9,55.5,2025-05-20 11:15:45.221784,0
25.9,54.9,2025-05-20 11:15:47.327812,0
26.0,54.8,2025-05-20 11:15:49.430887,0
26.1,54.6,2025-05-20 11:15:51.538276,0
26.1,54.4,2025-05-20 11:15:53.637136,0
26.1,54.2,2025-05-20 11:15:55.744849,0
26.1,54.2,2025-05-20 11:15:57.849532,0
26.2,55.9,2025-05-20 11:15:59.951298,0
26.2,56.0,2025-05-20 11:16:02.053924,0
26.2,56.0,2025-05-20 11:16:04.161550,0
26.3,55.6,2025-05-20 11:16:06.267568,0
26.3,55.3,2025-05-20 11:16:08.366787,0
26.3,55.6,2025-05-20 11:16:10.471673,0
26.3,55.2,2025-05-20 11:16:12.580430,0
26.4,54.7,2025-05-20 11:16:14.684225,0
26.4,54.8,2025-05-20 11:16:16.783207,0
26.4,54.7,2025-05-20 11:16:18.890361,0
26.4,54.0,2025-05-20 11:16:20.991400,0
26.5,53.6,2025-05-20 11:16:23.097483,0
26.5,53.2,2025-05-20 11:16:25.203116,0
26.5,53.0,2025-05-20 11:16:27.307961,0
26.5,52.8,2025-05-20 11:16:29.413645,0
26.5,52.7,2025-05-20 11:16:31.512161,0
26.5,53.4,2025-05-20 11:16:33.620051,0
26.6,54.3,2025-05-20 11:16:35.725222,0
26.6,54.8,2025-05-20 11:16:37.824767,0
26.6,54.1,2025-05-20 11:16:39.930507,0
26.6,55.6,2025-05-20 11:16:42.037107,0
26.6,54.2,2025-05-20 11:16:44.137542,0
26.6,53.3,2025-05-20 11:16:46.241799,0
26.7,53.4,2025-05-20 11:16:48.348802,0
26.7,52.7,2025-05-20 11:16:50.451661,0
26.7,53.7,2025-05-20 11:16:52.554292,0
26.7,52.9,2025-05-20 11:16:54.658051,0
26.7,53.4,2025-05-20 11:16:56.763588,0
26.8,52.8,2025-05-20 11:16:58.867012,0
26.8,52.4,2025-05-20 11:17:00.971085,0
26.8,52.1,2025-05-20 11:17:03.075360,0
26.8,52.0,2025-05-20 11:17:05.179384,0
26.8,51.8,2025-05-20 11:17:07.283456,0
26.8,51.8,2025-05-20 11:17:09.387941,0
26.8,51.9,2025-05-20 11:17:11.494610,0
26.8,52.0,2025-05-20 11:17:13.599262,0
26.9,52.9,2025-05-20 11:17:15.699790,0
26.9,54.0,2025-05-20 11:17:17.806345,0
26.9,53.8,2025-05-20 11:17:19.911523,0
26.9,53.0,2025-05-20 11:17:22.012660,0
26.9,52.7,2025-05-20 11:17:24.117410,0
26.9,53.4,2025-05-20 11:17:26.223521,0
26.9,52.8,2025-05-20 11:17:28.328141,0
26.9,53.0,2025-05-20 11:17:30.428988,0
26.9,52.9,2025-05-20 11:17:32.535092,0
26.9,52.8,2025-05-20 11:17:34.638168,0
26.9,54.0,2025-05-20 11:17:36.741474,0
26.9,53.1,2025-05-20 11:17:38.845872,0
27.0,54.1,2025-05-20 11:17:40.950769,0
27.0,54.3,2025-05-20 11:17:43.057260,0
27.0,54.0,2025-05-20 11:17:45.158598,0
27.0,53.8,2025-05-20 11:17:47.263266,0
27.0,54.7,2025-05-20 11:17:49.367625,0
27.0,55.4,2025-05-20 11:17:51.470505,0
27.0,54.7,2025-05-20 11:17:53.575650,0
27.0,54.5,2025-05-20 11:17:55.681113,0
27.1,53.8,2025-05-20 11:17:57.782906,0
27.1,52.7,2025-05-20 11:17:59.887094,0
27.1,51.9,2025-05-20 11:18:01.992949,0
27.1,51.4,2025-05-20 11:18:04.097687,0
27.1,51.2,2025-05-20 11:18:06.198981,0
27.1,51.3,2025-05-20 11:18:08.304578,0
27.2,51.5,2025-05-20 11:18:10.409940,0
27.2,51.4,2025-05-20 11:18:12.510813,0
27.2,51.2,2025-05-20 11:18:14.616575,0
27.2,51.1,2025-05-20 11:18:16.721729,0
27.2,51.4,2025-05-20 11:18:18.827120,0
27.2,51.7,2025-05-20 11:18:20.928066,0
27.3,52.1,2025-05-20 11:18:23.033405,0
27.3,52.1,2025-05-20 11:18:25.138862,0
27.3,52.4,2025-05-20 11:18:27.240494,0
27.3,52.6,2025-05-20 11:18:29.345399,0
27.4,53.1,2025-05-20 11:18:31.450233,0
27.4,53.0,2025-05-20 11:18:33.555978,0
27.4,52.3,2025-05-20 11:18:35.656954,0
27.4,51.4,2025-05-20 11:18:37.762328,0
27.4,51.4,2025-05-20 11:18:39.867989,0
27.4,51.6,2025-05-20 11:18:41.964435,0
27.4,53.1,2025-05-20 11:18:44.073831,0
27.4,52.7,2025-05-20 11:18:46.179435,0
27.4,51.2,2025-05-20 11:18:48.284403,0
27.4,50.6,2025-05-20 11:18:50.386075,0
27.4,50.2,2025-05-20 11:18:52.491442,0
27.4,50.0,2025-05-20 11:18:54.596215,0
27.4,49.9,2025-05-20 11:18:56.697411,0
27.5,49.9,2025-05-20 11:18:58.803350,0
27.5,49.9,2025-05-20 11:19:00.908245,0
27.5,50.1,2025-05-20 11:19:03.008575,0
27.4,51.8,2025-05-20 11:19:05.114715,0
27.5,51.6,2025-05-20 11:19:07.219696,0
27.5,51.6,2025-05-20 11:19:09.324869,0
27.5,51.2,2025-05-20 11:19:11.427004,0
27.5,51.4,2025-05-20 11:19:13.531880,0
27.4,51.0,2025-05-20 11:19:15.638402,0
27.4,50.8,2025-05-20 11:19:17.738264,0
27.4,50.2,2025-05-20 11:19:19.843653,0
27.4,50.8,2025-05-20 11:19:21.949032,0
27.4,52.1,2025-05-20 11:19:24.054108,0
27.4,51.7,2025-05-20 11:19:26.155485,0
27.4,51.5,2025-05-20 11:19:28.256064,0
27.4,51.0,2025-05-20 11:19:30.365623,0
27.4,50.9,2025-05-20 11:19:32.467315,0
27.4,51.0,2025-05-20 11:19:34.568824,0
27.4,50.9,2025-05-20 11:19:36.676478,0
27.4,50.7,2025-05-20 11:19:38.782823,0
27.4,50.6,2025-05-20 11:19:40.883277,0
27.4,50.6,2025-05-20 11:19:42.989454,0
27.4,50.2,2025-05-20 11:19:45.094389,0
27.4,50.0,2025-05-20 11:19:47.188968,0
27.4,50.1,2025-05-20 11:19:49.301123,0
27.3,49.8,2025-05-20 11:19:51.406602,0
27.3,50.1,2025-05-20 11:19:53.512034,0
27.3,50.4,2025-05-20 11:19:55.611631,0
27.3,50.4,2025-05-20 11:19:57.717918,0
27.3,50.5,2025-05-20 11:19:59.823749,0
27.4,50.4,2025-05-20 11:20:01.925298,0
27.4,50.4,2025-05-20 11:20:04.028860,0
27.3,50.4,2025-05-20 11:20:06.133087,0
27.4,50.4,2025-05-20 11:20:08.240229,0
27.4,50.4,2025-05-20 11:20:10.330700,0
27.4,50.3,2025-05-20 11:20:12.446313,0
27.4,50.3,2025-05-20 11:20:14.552471,0
27.4,50.2,2025-05-20 11:20:16.653843,0
27.4,50.2,2025-05-20 11:20:18.759004,0
27.4,50.2,2025-05-20 11:20:20.863451,0
27.4,50.2,2025-05-20 11:20:22.965352,0
27.4,50.1,2025-05-20 11:20:25.070429,0
27.4,50.2,2025-05-20 11:20:27.175461,0
27.4,50.2,2025-05-20 11:20:29.281314,0
27.4,50.2,2025-05-20 11:20:31.368736,0
27.4,50.1,2025-05-20 11:20:33.487787,0
27.4,50.1,2025-05-20 11:20:35.591783,0
27.4,50.1,2025-05-20 11:20:37.682897,0
27.5,50.2,2025-05-20 11:20:39.800100,0
27.5,50.5,2025-05-20 11:20:41.889681,0
27.5,50.7,2025-05-20 11:20:44.010584,0
27.5,50.7,2025-05-20 11:20:46.110440,0
27.5,50.6,2025-05-20 11:20:48.216755,0
27.5,50.7,2025-05-20 11:20:50.322303,0
27.5,50.6,2025-05-20 11:20:52.422975,0
27.5,50.5,2025-05-20 11:20:54.528419,0
27.5,50.5,2025-05-20 11:20:56.633760,0
27.5,50.1,2025-05-20 11:20:58.738335,0
27.6,50.0,2025-05-20 11:21:00.839250,0
27.5,49.9,2025-05-20 11:21:02.945500,0
27.6,49.9,2025-05-20 11:21:05.050716,0
27.6,49.8,2025-05-20 11:21:07.152375,0
27.6,49.8,2025-05-20 11:21:09.256264,0
27.6,49.8,2025-05-20 11:21:11.362464,0
27.6,49.8,2025-05-20 11:21:13.467638,0
27.6,49.8,2025-05-20 11:21:15.562065,0
27.6,49.7,2025-05-20 11:21:17.673920,0
27.6,49.7,2025-05-20 11:21:19.779565,0
27.6,49.6,2025-05-20 11:21:21.868596,0
27.6,49.7,2025-05-20 11:21:23.985089,0
27.6,49.8,2025-05-20 11:21:26.091418,0
27.6,49.7,2025-05-20 11:21:28.196359,0
27.6,49.6,2025-05-20 11:21:30.296530,0
27.6,49.7,2025-05-20 11:21:32.402880,0
27.6,49.6,2025-05-20 11:21:34.507897,0
27.6,49.6,2025-05-20 11:21:36.610257,0
27.6,49.6,2025-05-20 11:21:38.714985,0
27.6,49.6,2025-05-20 11:21:40.819210,0
27.6,49.7,2025-05-20 11:21:42.925799,0
27.6,49.6,2025-05-20 11:21:45.015865,0
27.6,49.7,2025-05-20 11:21:47.131170,0
27.6,49.6,2025-05-20 11:21:49.236985,0
27.6,49.7,2025-05-20 11:21:51.338445,0
27.6,49.9,2025-05-20 11:21:53.443233,0
27.6,49.9,2025-05-20 11:21:55.549127,0
27.6,50.1,2025-05-20 11:21:57.654416,0
27.6,49.8,2025-05-20 11:21:59.755272,0
27.7,50.1,2025-05-20 11:22:01.861130,0
27.7,50.3,2025-05-20 11:22:03.966372,0
27.7,50.2,2025-05-20 11:22:06.067818,0
27.7,49.9,2025-05-20 11:22:08.172677,0
27.7,49.7,2025-05-20 11:22:10.277206,0
27.7,49.8,2025-05-20 11:22:12.383374,0
27.7,49.6,2025-05-20 11:22:14.484424,0
27.7,49.6,2025-05-20 11:22:16.589807,0
27.7,49.8,2025-05-20 11:22:18.695140,0
27.7,49.9,2025-05-20 11:22:20.796266,0
27.7,49.8,2025-05-20 11:22:22.901883,0
27.7,49.6,2025-05-20 11:22:25.006847,0
27.7,49.5,2025-05-20 11:22:27.108186,0
27.7,49.4,2025-05-20 11:22:29.213295,0
27.7,49.4,2025-05-20 11:22:31.318589,0
27.7,49.3,2025-05-20 11:22:33.423143,0
27.7,49.4,2025-05-20 11:22:35.525410,0
27.7,49.4,2025-05-20 11:22:37.632005,0
27.7,49.4,2025-05-20 11:22:39.735443,0
27.7,49.3,2025-05-20 11:22:41.837594,0
27.7,49.3,2025-05-20 11:22:43.942270,0
27.7,49.3,2025-05-20 11:22:46.047969,0
27.7,49.3,2025-05-20 11:22:48.152543,0
27.7,49.3,2025-05-20 11:22:50.249609,0
27.7,49.3,2025-05-20 11:22:52.358869,0
27.7,49.3,2025-05-20 11:22:54.464224,0
27.7,49.2,2025-05-20 11:22:56.563616,0
27.7,49.2,2025-05-20 11:22:58.670549,0
27.7,49.2,2025-05-20 11:23:00.776816,0
27.7,49.4,2025-05-20 11:23:02.876969,0
27.7,49.7,2025-05-20 11:23:04.982805,0
27.7,50.1,2025-05-20 11:23:07.088081,0
27.7,50.1,2025-05-20 11:23:09.192650,0
27.7,50.0,2025-05-20 11:23:11.295159,0
27.7,49.9,2025-05-20 11:23:13.401121,0
27.7,49.9,2025-05-20 11:23:15.505226,0
27.7,49.8,2025-05-20 11:23:17.594446,0
27.7,50.1,2025-05-20 11:23:19.698963,0
27.7,49.9,2025-05-20 11:23:21.816267,0
27.7,49.7,2025-05-20 11:23:23.906297,0
27.7,50.0,2025-05-20 11:23:26.023350,0
27.7,50.2,2025-05-20 11:23:28.128773,0
27.7,50.2,2025-05-20 11:23:30.233355,0
27.7,50.1,2025-05-20 11:23:32.334894,0
27.7,49.9,2025-05-20 11:23:34.438592,0
27.7,49.9,2025-05-20 11:23:36.544565,0
27.7,49.8,2025-05-20 11:23:38.647196,0
27.7,49.7,2025-05-20 11:23:40.739126,0
27.7,49.6,2025-05-20 11:23:42.857210,0
27.7,49.7,2025-05-20 11:23:44.963213,0
27.7,49.6,2025-05-20 11:23:47.062618,0
27.7,49.5,2025-05-20 11:23:49.169300,0
27.7,49.3,2025-05-20 11:23:51.274828,0
27.7,49.2,2025-05-20 11:23:53.363661,0
27.7,49.2,2025-05-20 11:23:55.481147,0
27.7,49.1,2025-05-20 11:23:57.586632,0
27.6,49.1,2025-05-20 11:23:59.690906,0
27.6,49.0,2025-05-20 11:24:01.793002,0
27.6,49.2,2025-05-20 11:24:03.898209,0
27.6,49.2,2025-05-20 11:24:06.003656,0
27.6,49.2,2025-05-20 11:24:08.104850,0
27.6,49.2,2025-05-20 11:24:10.208687,0
27.6,49.5,2025-05-20 11:24:12.314782,0
27.6,49.5,2025-05-20 11:24:14.409610,0
27.6,49.8,2025-05-20 11:24:16.521767,0
27.6,49.9,2025-05-20 11:24:18.624099,0
27.6,50.1,2025-05-20 11:24:20.732440,0
27.5,50.0,2025-05-20 11:24:22.834939,0
27.5,49.5,2025-05-20 11:24:24.938848,0
27.5,49.3,2025-05-20 11:24:27.044244,0
27.5,49.3,2025-05-20 11:24:29.134542,0
27.5,49.1,2025-05-20 11:24:31.248800,0
27.4,49.1,2025-05-20 11:24:33.355879,0
27.4,49.1,2025-05-20 11:24:35.461058,0
27.4,49.2,2025-05-20 11:24:37.562414,0
27.4,49.1,2025-05-20 11:24:39.667698,0
27.4,49.1,2025-05-20 11:24:41.772472,0
27.4,49.1,2025-05-20 11:24:43.875032,0
27.4,49.2,2025-05-20 11:24:45.972571,0
27.4,49.2,2025-05-20 11:24:48.085107,0
27.4,49.2,2025-05-20 11:24:50.187659,0
27.4,49.2,2025-05-20 11:24:52.291193,0
27.3,49.2,2025-05-20 11:24:54.395668,0
27.3,49.2,2025-05-20 11:24:56.501837,0
27.3,49.4,2025-05-20 11:24:58.602841,0
27.3,49.5,2025-05-20 11:25:00.708132,0
27.3,49.8,2025-05-20 11:25:02.813622,0
27.3,49.6,2025-05-20 11:25:04.918914,0
27.3,49.6,2025-05-20 11:25:07.019501,0
27.2,49.8,2025-05-20 11:25:09.124881,0
27.2,50.0,2025-05-20 11:25:11.230392,0
27.2,50.0,2025-05-20 11:25:13.332464,0
27.2,50.7,2025-05-20 11:25:15.436950,0
27.2,50.3,2025-05-20 11:25:17.542013,0
27.2,50.4,2025-05-20 11:25:19.646604,0
27.1,50.1,2025-05-20 11:25:21.748772,0
27.1,50.1,2025-05-20 11:25:23.853771,0
27.1,50.0,2025-05-20 11:25:25.959558,0
27.1,50.0,2025-05-20 11:25:28.064587,0
27.1,50.0,2025-05-20 11:25:30.166434,0
27.1,50.0,2025-05-20 11:25:32.271330,0
27.0,50.0,2025-05-20 11:25:34.375206,0
27.0,50.1,2025-05-20 11:25:36.478012,0
27.0,50.1,2025-05-20 11:25:38.582903,0
26.9,50.2,2025-05-20 11:25:40.688430,0
26.9,50.3,2025-05-20 11:25:42.793932,0
26.9,50.3,2025-05-20 11:25:44.894312,0
26.9,50.4,2025-05-20 11:25:47.000027,0
26.9,50.5,2025-05-20 11:25:49.105317,0
26.9,50.8,2025-05-20 11:25:51.204223,0
26.9,50.8,2025-05-20 11:25:53.311483,0
26.9,50.8,2025-05-20 11:25:55.416737,0
26.9,51.2,2025-05-20 11:25:57.522794,0
26.9,51.3,2025-05-20 11:25:59.622917,0
26.9,51.2,2025-05-20 11:26:01.729125,0
26.8,50.8,2025-05-20 11:26:03.834348,0
26.8,50.9,2025-05-20 11:26:05.935788,0
26.8,50.6,2025-05-20 11:26:08.041109,0
26.8,50.6,2025-05-20 11:26:10.146399,0
26.8,50.6,2025-05-20 11:26:12.251202,0
26.8,50.7,2025-05-20 11:26:14.351987,0
26.8,50.7,2025-05-20 11:26:16.458105,0
26.8,50.8,2025-05-20 11:26:18.563037,0
26.8,50.8,2025-05-20 11:26:20.668237,0
26.7,50.8,2025-05-20 11:26:22.770197,0
26.7,51.0,2025-05-20 11:26:24.874882,0
26.7,50.9,2025-05-20 11:26:26.980609,0
26.7,51.0,2025-05-20 11:26:29.078413,0
26.7,50.9,2025-05-20 11:26:31.186770,0
26.7,50.9,2025-05-20 11:26:33.292070,0
26.7,50.9,2025-05-20 11:26:35.397265,0
26.7,51.0,2025-05-20 11:26:37.498564,0
26.7,51.0,2025-05-20 11:26:39.604059,0
26.7,51.0,2025-05-20 11:26:41.709124,0
26.7,51.0,2025-05-20 11:26:43.810087,0
26.7,51.0,2025-05-20 11:26:45.915606,0
26.6,51.0,2025-05-20 11:26:48.020925,0
26.7,51.1,2025-05-20 11:26:50.125226,0
26.6,51.1,2025-05-20 11:26:52.224210,0
26.6,51.1,2025-05-20 11:26:54.332815,0
26.6,51.1,2025-05-20 11:26:56.437994,0
26.6,51.2,2025-05-20 11:26:58.539392,0
26.6,51.3,2025-05-20 11:27:00.645078,0
26.6,51.4,2025-05-20 11:27:02.749392,0
26.6,51.7,2025-05-20 11:27:04.855323,0
26.6,51.8,2025-05-20 11:27:06.953849,0
26.6,51.7,2025-05-20 11:27:09.061705,0
26.6,51.9,2025-05-20 11:27:11.166650,0
26.6,51.9,2025-05-20 11:27:13.272137,0
26.6,52.0,2025-05-20 11:27:15.371448,0
26.6,51.6,2025-05-20 11:27:17.478571,0
26.6,51.6,2025-05-20 11:27:19.584148,0
26.6,51.6,2025-05-20 11:27:21.684258,0
26.6,51.6,2025-05-20 11:27:23.790685,0
26.5,52.0,2025-05-20 11:27:25.895190,0
26.6,51.9,2025-05-20 11:27:28.001187,0
26.6,51.9,2025-05-20 11:27:30.101608,0
26.6,52.1,2025-05-20 11:27:32.208011,0
26.5,54.9,2025-05-20 11:27:34.313258,0
26.5,54.4,2025-05-20 11:27:36.414808,0
